customer_id,age,gender,marital_status,occupation,employer_type,education_level,state,city,city_tier,pincode_bucket,customer_since,tenure_years,customer_segment,income_group,monthly_income,salary_account_flag,risk_category,is_self_employed,is_government_employee,clv_score,clv_tier
CUST008026,72,F,divorced,salaried,government,high_school,Punjab,Ludhiana,2,257000-257999,2019-01-06,7,retail,mid,52840.92,0,high,0,0,24.37,normal
CUST008027,39,F,married,salaried,private,high_school,Karnataka,Davangere,3,640000-640999,2025-11-10,0,mass,low,14321.28,0,low,0,0,58.51,normal
CUST008028,40,M,married,business,other,professional,Maharashtra,Thane,2,497000-497999,2020-09-06,5,mass,low,9732.32,0,low,1,0,46.77,normal
CUST008029,73,F,married,salaried,private,graduate,Punjab,Bathinda,3,553000-553999,2015-01-17,11,mass,lower_mid,20055.45,1,medium,0,0,52.74,normal
CUST008030,71,F,married,business,private,professional,Gujarat,Vadodara,2,153000-153999,2022-12-23,3,mass_affluent,upper_mid,98650.83,0,low,1,0,21.54,normal
CUST008031,36,F,married,business,private,below_10th,Madhya Pradesh,Jabalpur,3,411000-411999,2022-12-24,3,mass,lower_mid,20561.78,1,low,1,0,55.4,normal
CUST008032,35,M,widowed,salaried,self_employed,post_graduate,Madhya Pradesh,Ujjain,3,614000-614999,2017-06-21,8,mass,lower_mid,28352.28,1,medium,0,0,48.57,normal
CUST008033,29,F,married,retired,private,post_graduate,Haryana,Panipat,3,546000-546999,2016-07-15,9,youth,upper_mid,149950.06,0,medium,0,0,20.46,normal
CUST008034,72,M,single,salaried,private,graduate,Tamil Nadu,Salem,3,776000-776999,2015-04-29,11,retail,mid,54505.42,1,low,0,0,72.2,elite
CUST008035,45,M,married,salaried,self_employed,post_graduate,Madhya Pradesh,Gwalior,3,583000-583999,2017-10-19,8,retail,mid,58229.73,1,low,0,0,62.51,normal
CUST008036,45,M,married,other,private,post_graduate,Andhra Pradesh,Nellore,3,134000-134999,2014-10-26,11,mass,lower_mid,24976.17,1,high,0,0,50.63,normal
CUST008037,50,F,married,salaried,private,graduate,Rajasthan,Jaipur,2,684000-684999,2017-09-11,8,mass,lower_mid,20676.54,0,high,0,0,44.86,normal
CUST008038,36,F,married,student,private,graduate,Uttar Pradesh,Meerut,3,431000-431999,2026-02-26,0,mass,low,5572.42,1,medium,0,0,1.26,normal
CUST008039,45,M,single,business,private,post_graduate,Jharkhand,Bokaro,3,664000-664999,2025-11-14,0,retail,mid,40680.88,1,low,1,0,10.89,normal
CUST008040,69,M,single,salaried,private,graduate,Uttar Pradesh,Varanasi,3,114000-114999,2020-03-24,6,retail,mid,39907.66,1,medium,0,0,42.51,normal
CUST008041,66,M,married,other,private,high_school,Karnataka,Bangalore,1,228000-228999,2025-05-24,1,mass,lower_mid,16502.66,1,low,0,0,57.31,normal
CUST008042,54,F,married,salaried,government,high_school,Madhya Pradesh,Indore,2,277000-277999,2018-12-05,7,retail,mid,43707.58,1,medium,0,0,30.91,normal
CUST008043,43,M,married,salaried,private,high_school,Uttar Pradesh,Allahabad,3,778000-778999,2022-12-28,3,mass,lower_mid,25474.62,0,low,0,0,9.49,normal
CUST008044,52,F,single,other,government,post_graduate,Assam,Silchar,3,192000-192999,2011-09-02,14,mass,low,12252.2,1,medium,0,0,30.97,normal
CUST008045,51,M,married,self_employed,self_employed,professional,West Bengal,Kolkata,1,622000-622999,2023-04-30,3,mass_affluent,upper_mid,139917.35,0,low,1,0,45.86,normal
CUST008046,52,M,married,business,private,professional,Rajasthan,Jodhpur,3,216000-216999,2016-01-21,10,retail,mid,34165.89,1,low,1,0,65.26,normal
CUST008047,57,M,single,retired,private,high_school,Gujarat,Rajkot,2,368000-368999,2019-09-01,6,mass_affluent,upper_mid,114171.83,0,low,0,0,60.09,normal
CUST008048,33,F,married,salaried,self_employed,professional,Bihar,Gaya,3,246000-246999,2014-06-23,11,mass_affluent,upper_mid,138210.48,1,low,0,0,59.57,normal
CUST008049,55,M,married,salaried,private,high_school,Uttar Pradesh,Kanpur,3,390000-390999,2022-06-29,3,mass,lower_mid,19192.01,1,low,0,0,27.69,normal
CUST008050,30,M,single,salaried,self_employed,graduate,Maharashtra,Pune,1,217000-217999,2015-06-13,10,hni,high,394742.62,1,medium,0,0,59.4,normal
CUST008051,40,F,single,retired,government,graduate,Assam,Silchar,3,226000-226999,2012-02-03,14,mass_affluent,upper_mid,133354.66,0,low,0,0,78.26,super_hni
CUST008052,71,M,divorced,salaried,private,high_school,Tamil Nadu,Salem,3,723000-723999,2025-02-15,1,elite,high,278950.46,0,medium,0,0,56.97,normal
CUST008053,39,M,single,salaried,private,post_graduate,Gujarat,Ahmedabad,1,354000-354999,2021-05-10,5,retail,mid,48550.55,1,low,0,0,40.8,normal
CUST008054,33,M,married,salaried,private,post_graduate,Madhya Pradesh,Gwalior,3,371000-371999,2020-03-08,6,mass_affluent,upper_mid,119298.85,1,low,0,0,15.2,normal
CUST008055,45,M,single,salaried,private,graduate,Uttar Pradesh,Lucknow,2,304000-304999,2017-09-11,8,retail,mid,44255.98,1,low,0,0,32.97,normal
CUST008056,65,F,married,business,government,below_10th,Jharkhand,Bokaro,3,363000-363999,2016-02-05,10,mass_affluent,upper_mid,97181.39,1,low,1,0,67.4,normal
CUST008057,52,F,married,other,government,post_graduate,Assam,Guwahati,2,608000-608999,2020-11-04,5,mass,lower_mid,17819.02,1,high,0,0,58.09,normal
CUST008058,62,M,married,salaried,private,post_graduate,Telangana,Nizamabad,3,167000-167999,2014-09-20,11,mass_affluent,upper_mid,148756.33,1,low,0,0,24.4,normal
CUST008059,63,F,single,salaried,private,graduate,Punjab,Patiala,3,783000-783999,2016-02-23,10,retail,mid,58726.41,1,medium,0,0,62.57,normal
CUST008060,25,F,divorced,student,self_employed,high_school,Tamil Nadu,Trichy,3,143000-143999,2016-09-22,9,youth,lower_mid,27189.29,0,low,0,0,43.83,normal
CUST008061,61,M,single,salaried,government,high_school,West Bengal,Asansol,3,595000-595999,2017-09-17,8,mass_affluent,upper_mid,61496.73,0,medium,0,0,55.8,normal
CUST008062,72,M,married,other,government,graduate,West Bengal,Kolkata,1,184000-184999,2015-12-12,10,mass,lower_mid,20403.08,1,medium,0,0,82.26,super_hni
CUST008063,72,M,married,salaried,private,below_10th,Haryana,Panipat,3,715000-715999,2025-10-15,0,mass,low,5457.54,1,low,0,0,18.63,normal
CUST008064,39,M,married,salaried,government,graduate,Assam,Jorhat,3,357000-357999,2011-08-14,14,mass,low,13075.58,1,low,0,0,72.17,elite
CUST008065,38,F,married,other,private,below_10th,Bihar,Darbhanga,3,603000-603999,2023-11-08,2,mass_affluent,upper_mid,89297.27,0,medium,0,0,50.34,normal
CUST008066,43,M,married,salaried,ngo,post_graduate,Rajasthan,Kota,3,769000-769999,2023-05-16,3,mass_affluent,upper_mid,99987.55,0,low,0,0,59.66,normal
CUST008067,57,M,divorced,salaried,self_employed,professional,Odisha,Cuttack,3,766000-766999,2021-02-11,5,retail,mid,48202.89,1,low,0,0,60.11,normal
CUST008068,38,F,married,salaried,self_employed,high_school,Karnataka,Hubli,3,222000-222999,2019-06-26,6,elite,high,290057.82,0,high,0,0,47.86,normal
CUST008069,42,F,married,other,private,high_school,Delhi,New Delhi,1,622000-622999,2026-04-23,0,mass,low,11125.92,0,medium,0,0,28.91,normal
CUST008070,58,M,widowed,student,other,below_10th,Rajasthan,Ajmer,3,652000-652999,2020-02-18,6,mass,low,5813.69,1,high,0,0,27.49,normal
CUST008071,18,F,married,salaried,private,post_graduate,Tamil Nadu,Madurai,2,528000-528999,2019-09-08,6,youth,mid,42837.49,0,low,0,0,52.0,normal
CUST008072,23,F,single,student,private,post_graduate,Bihar,Bhagalpur,3,267000-267999,2014-11-10,11,youth,low,14314.83,1,low,0,0,68.77,elite
CUST008073,40,M,single,self_employed,government,post_graduate,Maharashtra,Aurangabad,3,425000-425999,2018-12-18,7,mass,lower_mid,28962.67,0,low,1,0,63.91,normal
CUST008074,68,F,married,salaried,private,professional,Maharashtra,Nagpur,2,255000-255999,2023-11-24,2,retail,mid,59606.14,0,high,0,0,54.14,normal
CUST008075,40,F,married,student,private,post_graduate,Uttar Pradesh,Lucknow,2,206000-206999,2015-04-21,11,mass,low,13571.0,1,low,0,0,41.49,normal
CUST008076,60,M,married,student,private,post_graduate,Maharashtra,Aurangabad,3,516000-516999,2018-09-30,7,mass,lower_mid,28578.04,0,medium,0,0,33.8,normal
CUST008077,60,F,married,salaried,government,graduate,Tamil Nadu,Tirunelveli,3,693000-693999,2017-12-08,8,mass,lower_mid,26014.17,0,low,0,0,62.17,normal
CUST008078,40,M,married,salaried,private,graduate,Bihar,Gaya,3,579000-579999,2011-10-20,14,hni,high,252852.04,0,low,0,0,75.11,elite
CUST008079,49,M,single,salaried,ngo,below_10th,Maharashtra,Nashik,3,539000-539999,2014-01-05,12,mass_affluent,upper_mid,77556.93,1,low,0,0,25.66,normal
CUST008080,47,M,widowed,student,government,post_graduate,Maharashtra,Nagpur,2,434000-434999,2014-05-11,12,mass,low,6431.61,1,high,0,0,61.83,normal
CUST008081,30,F,single,student,private,post_graduate,Madhya Pradesh,Gwalior,3,112000-112999,2014-07-30,11,mass,low,10200.54,1,low,0,0,58.83,normal
CUST008082,60,M,single,business,self_employed,below_10th,Tamil Nadu,Tirunelveli,3,713000-713999,2022-12-29,3,hni,high,350162.42,1,medium,1,0,15.0,normal
CUST008083,35,M,married,student,private,post_graduate,Maharashtra,Solapur,3,426000-426999,2023-04-16,3,mass,low,13568.03,0,low,0,0,23.0,normal
CUST008084,40,M,married,business,self_employed,post_graduate,Karnataka,Mangalore,3,140000-140999,2016-03-27,10,mass,lower_mid,22569.55,0,low,1,0,20.4,normal
CUST008085,32,M,married,retired,private,high_school,Uttar Pradesh,Lucknow,2,301000-301999,2015-03-02,11,mass,low,6278.61,0,low,0,0,25.94,normal
CUST008086,50,F,married,salaried,private,high_school,Madhya Pradesh,Bhopal,2,116000-116999,2017-03-31,9,elite,high,428887.27,1,low,0,0,34.29,normal
CUST008087,38,F,married,salaried,other,high_school,Uttar Pradesh,Varanasi,3,186000-186999,2024-11-10,1,mass_affluent,upper_mid,87121.35,1,high,0,0,45.31,normal
CUST008088,74,F,divorced,salaried,government,post_graduate,Maharashtra,Mumbai,1,307000-307999,2020-03-06,6,elite,high,385571.76,1,medium,0,0,62.26,normal
CUST008089,56,M,married,salaried,other,post_graduate,Uttar Pradesh,Kanpur,3,288000-288999,2017-12-19,8,retail,mid,46462.4,0,low,0,0,53.57,normal
CUST008090,40,M,widowed,student,private,post_graduate,Madhya Pradesh,Ujjain,3,648000-648999,2021-02-17,5,mass,low,13747.86,1,low,0,0,48.37,normal
CUST008091,44,F,single,other,government,high_school,Gujarat,Rajkot,2,457000-457999,2023-09-18,2,mass_affluent,upper_mid,75124.76,0,medium,0,0,46.51,normal
CUST008092,62,M,married,salaried,private,post_graduate,Uttar Pradesh,Lucknow,2,716000-716999,2014-10-07,11,mass,lower_mid,21694.3,1,low,0,0,37.14,normal
CUST008093,61,M,married,other,self_employed,post_graduate,Karnataka,Bangalore,1,583000-583999,2021-03-04,5,mass,low,6156.79,0,medium,0,0,49.51,normal
CUST008094,35,M,single,salaried,private,professional,Delhi,New Delhi,1,405000-405999,2012-11-26,13,mass,lower_mid,24939.63,1,high,0,0,76.03,elite
CUST008095,41,M,married,self_employed,private,graduate,Uttar Pradesh,Varanasi,3,285000-285999,2016-04-03,10,mass,lower_mid,18613.52,0,medium,1,0,65.49,normal
CUST008096,68,M,single,self_employed,government,post_graduate,Madhya Pradesh,Gwalior,3,178000-178999,2016-05-11,10,mass_affluent,upper_mid,79047.67,1,low,1,0,45.8,normal
CUST008097,64,M,married,salaried,private,professional,Bihar,Darbhanga,3,758000-758999,2013-08-08,12,mass,lower_mid,26298.79,1,medium,0,0,62.43,normal
CUST008098,57,M,single,salaried,private,high_school,Maharashtra,Thane,2,607000-607999,2012-08-14,13,mass,lower_mid,24896.18,1,low,0,0,78.6,super_hni
CUST008099,68,F,married,self_employed,private,graduate,Bihar,Patna,2,282000-282999,2016-11-15,9,retail,mid,32682.95,0,low,1,0,57.57,normal
CUST008100,59,F,married,other,self_employed,graduate,Bihar,Patna,2,634000-634999,2022-03-01,4,mass,low,9348.93,0,low,0,0,28.17,normal
CUST008101,24,F,married,business,private,graduate,Rajasthan,Jaipur,2,319000-319999,2021-07-20,4,youth,low,12157.65,0,low,1,0,50.69,normal
CUST008102,67,F,single,salaried,private,below_10th,Delhi,Janakpuri,3,555000-555999,2018-09-21,7,mass_affluent,upper_mid,74421.18,0,medium,0,0,63.4,normal
CUST008103,65,M,married,salaried,self_employed,graduate,Karnataka,Davangere,3,211000-211999,2012-04-22,14,mass,lower_mid,28934.51,1,low,0,0,77.4,elite
CUST008104,37,M,single,other,government,graduate,West Bengal,Kolkata,1,616000-616999,2023-07-26,2,retail,mid,57079.46,0,low,0,0,34.4,normal
CUST008105,44,F,married,salaried,self_employed,post_graduate,Bihar,Muzaffarpur,3,162000-162999,2023-08-22,2,retail,mid,52989.26,1,low,0,0,47.54,normal
CUST008106,23,M,single,other,government,graduate,Kerala,Thrissur,3,327000-327999,2025-04-29,1,youth,low,7203.76,0,low,0,0,46.54,normal
CUST008107,44,M,married,self_employed,private,graduate,Rajasthan,Ajmer,3,745000-745999,2014-04-24,12,retail,mid,37728.86,1,medium,1,0,52.91,normal
CUST008108,26,M,married,self_employed,private,high_school,Bihar,Bhagalpur,3,708000-708999,2025-02-25,1,youth,low,9763.02,1,medium,1,0,47.31,normal
CUST008109,70,F,single,business,government,high_school,Rajasthan,Ajmer,3,149000-149999,2011-09-12,14,mass,lower_mid,28462.66,1,medium,1,0,77.97,elite
CUST008110,62,M,single,salaried,private,graduate,Rajasthan,Jaipur,2,716000-716999,2025-09-05,0,mass,low,6230.98,1,low,0,0,24.26,normal
CUST008111,74,F,married,business,private,graduate,Madhya Pradesh,Jabalpur,3,610000-610999,2014-12-02,11,mass,low,6357.56,0,low,1,0,65.09,normal
CUST008112,48,F,single,self_employed,private,graduate,Delhi,Laxmi Nagar,3,124000-124999,2019-06-22,6,mass,lower_mid,23018.15,1,medium,1,0,53.97,normal
CUST008113,38,M,single,business,government,graduate,Odisha,Berhampur,3,403000-403999,2013-12-14,12,mass,low,12254.14,1,low,1,0,62.31,normal
CUST008114,43,F,single,student,ngo,high_school,Madhya Pradesh,Ujjain,3,125000-125999,2016-06-02,10,mass,low,5904.42,0,medium,0,0,62.57,normal
CUST008115,57,F,married,salaried,government,post_graduate,Assam,Dibrugarh,3,403000-403999,2013-10-02,12,mass_affluent,upper_mid,122260.61,1,low,0,0,34.94,normal
CUST008116,65,M,married,self_employed,private,graduate,Assam,Nagaon,3,496000-496999,2015-11-07,10,mass,low,13719.41,0,low,1,0,66.17,normal
CUST008117,62,M,single,salaried,government,high_school,Assam,Silchar,3,367000-367999,2023-10-10,2,mass,lower_mid,28976.7,1,low,0,0,60.4,normal
CUST008118,30,F,married,salaried,government,graduate,Uttar Pradesh,Agra,3,234000-234999,2022-12-17,3,retail,mid,52990.12,0,medium,0,0,22.4,normal
CUST008119,66,M,married,business,government,high_school,Maharashtra,Thane,2,301000-301999,2016-08-08,9,elite,high,360237.8,1,low,1,0,26.43,normal
CUST008120,40,M,single,salaried,private,graduate,Rajasthan,Jaipur,2,617000-617999,2012-06-26,13,mass,low,11439.87,1,high,0,0,55.03,normal
CUST008121,37,M,single,self_employed,self_employed,post_graduate,Gujarat,Rajkot,2,127000-127999,2012-10-13,13,mass,low,8770.1,0,low,1,0,56.0,normal
CUST008122,54,F,married,salaried,private,below_10th,West Bengal,Howrah,3,117000-117999,2017-05-10,9,mass,lower_mid,25761.64,1,medium,0,0,67.51,normal
CUST008123,71,M,married,salaried,private,high_school,Tamil Nadu,Chennai,1,577000-577999,2016-03-11,10,mass,lower_mid,26040.04,0,high,0,0,64.86,normal
CUST008124,70,F,divorced,salaried,government,below_10th,Rajasthan,Bikaner,3,116000-116999,2025-11-23,0,mass,lower_mid,20724.76,1,medium,0,0,22.09,normal
CUST008125,45,F,single,salaried,government,graduate,Madhya Pradesh,Gwalior,3,511000-511999,2013-06-11,13,mass,lower_mid,24631.53,0,low,0,0,31.49,normal
CUST008126,34,M,married,student,private,post_graduate,Tamil Nadu,Trichy,3,219000-219999,2018-03-26,8,mass,low,10619.0,1,medium,0,0,33.83,normal
CUST008127,45,F,divorced,self_employed,other,graduate,Maharashtra,Solapur,3,672000-672999,2011-08-06,14,mass,low,13561.41,1,low,1,0,65.86,normal
CUST008128,58,F,married,other,government,below_10th,Jharkhand,Jamshedpur,2,751000-751999,2012-09-02,13,mass,low,13084.47,1,low,0,0,80.34,super_hni
CUST008129,19,F,single,salaried,government,post_graduate,Bihar,Darbhanga,3,189000-189999,2019-03-24,7,youth,mid,36706.53,1,low,0,0,52.14,normal
CUST008130,42,M,married,student,private,graduate,Uttar Pradesh,Allahabad,3,318000-318999,2019-07-25,6,mass,low,6156.9,1,medium,0,0,19.11,normal
CUST008131,75,F,married,business,private,post_graduate,Madhya Pradesh,Jabalpur,3,674000-674999,2014-02-08,12,retail,mid,32630.41,1,low,1,0,68.0,normal
CUST008132,67,M,divorced,salaried,private,graduate,West Bengal,Asansol,3,332000-332999,2014-10-17,11,mass,lower_mid,16337.09,1,low,0,0,47.23,normal
CUST008133,58,M,single,student,private,graduate,Bihar,Muzaffarpur,3,402000-402999,2021-03-17,5,mass,low,12405.81,1,low,0,0,48.03,normal
CUST008134,23,F,single,business,private,below_10th,Tamil Nadu,Tirunelveli,3,330000-330999,2023-07-21,2,youth,upper_mid,144348.96,0,low,1,0,56.06,normal
CUST008135,28,M,married,salaried,private,below_10th,Uttar Pradesh,Kanpur,3,627000-627999,2012-02-07,14,youth,high,410616.21,1,medium,0,0,90.37,super_hni
CUST008136,74,F,married,business,private,professional,Karnataka,Hubli,3,768000-768999,2023-04-25,3,mass,lower_mid,16741.59,0,medium,1,0,45.74,normal
CUST008137,55,F,single,salaried,private,post_graduate,Bihar,Gaya,3,316000-316999,2025-02-08,1,mass,lower_mid,20516.06,0,medium,0,0,52.14,normal
CUST008138,23,M,single,salaried,government,post_graduate,Maharashtra,Solapur,3,407000-407999,2014-01-02,12,youth,mid,55599.91,0,medium,0,0,42.06,normal
CUST008139,62,M,married,salaried,private,high_school,Kerala,Thrissur,3,583000-583999,2013-12-27,12,mass,low,14540.69,0,medium,0,0,68.63,elite
CUST008140,28,F,divorced,retired,ngo,graduate,Madhya Pradesh,Jabalpur,3,623000-623999,2012-08-23,13,youth,upper_mid,111922.52,1,low,0,0,74.54,elite
CUST008141,31,M,married,salaried,private,high_school,Punjab,Amritsar,2,717000-717999,2020-01-02,6,mass,low,5016.78,0,low,0,0,55.83,normal
CUST008142,19,M,married,salaried,government,graduate,Bihar,Bhagalpur,3,406000-406999,2018-10-28,7,youth,mid,31856.55,1,high,0,0,14.0,normal
CUST008143,57,F,single,self_employed,ngo,post_graduate,Tamil Nadu,Tirunelveli,3,544000-544999,2015-12-03,10,mass,lower_mid,23034.05,1,low,1,0,48.34,normal
CUST008144,20,M,single,student,government,post_graduate,Delhi,Rohini,3,488000-488999,2023-11-19,2,youth,low,13471.19,1,medium,0,0,19.26,normal
CUST008145,72,M,single,student,self_employed,below_10th,Madhya Pradesh,Ujjain,3,264000-264999,2022-04-17,4,mass,low,14798.49,1,low,0,0,58.26,normal
CUST008146,70,M,married,salaried,ngo,post_graduate,Rajasthan,Ajmer,3,738000-738999,2011-08-03,14,retail,mid,39589.29,0,low,0,0,66.71,normal
CUST008147,52,M,married,business,government,graduate,Uttar Pradesh,Varanasi,3,247000-247999,2026-03-19,0,mass_affluent,upper_mid,92852.15,0,low,1,0,48.66,normal
CUST008148,50,M,married,salaried,government,below_10th,Uttar Pradesh,Lucknow,2,711000-711999,2020-03-13,6,hni,high,387755.76,1,low,0,0,21.51,normal
CUST008149,41,M,married,self_employed,government,graduate,Tamil Nadu,Salem,3,437000-437999,2016-01-21,10,mass,lower_mid,26948.48,1,medium,1,0,25.37,normal
CUST008150,36,F,married,self_employed,private,graduate,Rajasthan,Jaipur,2,345000-345999,2014-09-08,11,retail,mid,45592.54,0,low,1,0,64.4,normal
CUST008151,35,F,single,student,ngo,high_school,Rajasthan,Kota,3,459000-459999,2023-10-07,2,mass,low,11016.18,0,medium,0,0,27.23,normal
CUST008152,66,M,married,student,private,graduate,Andhra Pradesh,Vijayawada,2,413000-413999,2017-03-10,9,mass,low,7221.42,1,medium,0,0,31.2,normal
CUST008153,69,M,married,business,self_employed,graduate,Punjab,Amritsar,2,331000-331999,2018-02-05,8,mass,lower_mid,20929.69,1,low,1,0,40.37,normal
CUST008154,41,F,married,self_employed,government,graduate,Uttar Pradesh,Allahabad,3,727000-727999,2018-01-21,8,retail,mid,46148.79,0,low,1,0,66.66,normal
CUST008155,62,M,divorced,salaried,private,high_school,Rajasthan,Ajmer,3,446000-446999,2026-05-13,0,mass_affluent,upper_mid,101454.25,1,low,0,0,23.34,normal
CUST008156,52,M,divorced,salaried,self_employed,graduate,Bihar,Gaya,3,146000-146999,2015-02-11,11,mass_affluent,upper_mid,73023.07,0,low,0,0,37.43,normal
CUST008157,18,M,married,other,government,professional,Maharashtra,Nagpur,2,238000-238999,2014-03-25,12,youth,lower_mid,29143.35,1,high,0,0,35.66,normal
CUST008158,53,M,married,salaried,private,high_school,Bihar,Patna,2,134000-134999,2016-08-11,9,mass,lower_mid,27558.25,0,medium,0,0,70.09,elite
CUST008159,42,M,single,self_employed,private,high_school,Andhra Pradesh,Vijayawada,2,240000-240999,2023-06-15,2,mass_affluent,upper_mid,104984.94,1,low,1,0,47.83,normal
CUST008160,62,M,married,student,private,graduate,Maharashtra,Pune,1,506000-506999,2016-06-15,9,retail,mid,43673.54,1,medium,0,0,60.34,normal
CUST008161,66,M,married,salaried,private,graduate,Rajasthan,Udaipur,3,530000-530999,2016-04-10,10,mass,lower_mid,24021.98,1,medium,0,0,49.43,normal
CUST008162,60,M,single,retired,self_employed,post_graduate,Bihar,Patna,2,106000-106999,2014-12-05,11,mass_affluent,upper_mid,73128.36,1,low,0,0,77.2,elite
CUST008163,51,F,single,student,ngo,high_school,Rajasthan,Jodhpur,3,319000-319999,2021-07-22,4,retail,mid,49960.52,0,low,0,0,47.23,normal
CUST008164,42,F,single,student,private,post_graduate,Odisha,Sambalpur,3,556000-556999,2018-06-30,7,mass,low,13012.92,0,high,0,0,53.29,normal
CUST008165,33,M,single,salaried,private,high_school,Tamil Nadu,Chennai,1,410000-410999,2017-11-20,8,retail,mid,51089.0,0,high,0,0,63.97,normal
CUST008166,51,M,married,self_employed,self_employed,post_graduate,West Bengal,Kolkata,1,707000-707999,2014-12-27,11,retail,mid,47966.41,1,medium,1,0,76.34,elite
CUST008167,46,F,single,salaried,ngo,post_graduate,Maharashtra,Nagpur,2,383000-383999,2025-07-21,0,retail,mid,39266.74,0,low,0,0,44.97,normal
CUST008168,36,F,married,self_employed,ngo,graduate,Uttar Pradesh,Kanpur,3,211000-211999,2021-05-14,5,mass,low,14903.35,1,high,1,0,53.43,normal
CUST008169,40,F,married,business,private,post_graduate,West Bengal,Kolkata,1,576000-576999,2018-01-15,8,retail,mid,33703.92,0,medium,1,0,39.63,normal
CUST008170,36,M,single,salaried,self_employed,graduate,Rajasthan,Ajmer,3,536000-536999,2012-08-14,13,mass,low,14968.49,0,high,0,0,73.74,elite
CUST008171,42,M,married,business,private,high_school,Bihar,Muzaffarpur,3,603000-603999,2016-06-16,9,mass_affluent,upper_mid,123587.0,0,medium,1,0,59.91,normal
CUST008172,33,F,married,salaried,private,graduate,Bihar,Bhagalpur,3,622000-622999,2011-09-23,14,mass_affluent,upper_mid,103045.45,1,medium,0,0,43.2,normal
CUST008173,71,F,married,student,private,professional,West Bengal,Howrah,3,298000-298999,2018-05-06,8,mass,low,13286.87,0,low,0,0,39.0,normal
CUST008174,68,M,married,self_employed,private,professional,West Bengal,Asansol,3,155000-155999,2019-09-15,6,mass,low,9950.26,1,low,1,0,17.2,normal
CUST008175,26,M,married,salaried,private,post_graduate,Uttar Pradesh,Meerut,3,419000-419999,2012-02-13,14,youth,upper_mid,123372.64,0,low,0,0,40.63,normal
CUST008176,18,M,single,salaried,private,graduate,Gujarat,Vadodara,2,476000-476999,2022-03-14,4,youth,low,8767.09,1,low,0,0,43.97,normal
CUST008177,59,F,married,retired,government,graduate,Jharkhand,Deoghar,3,496000-496999,2011-09-14,14,mass_affluent,upper_mid,148302.85,0,low,0,0,89.69,super_hni
CUST008178,36,F,single,salaried,private,professional,Gujarat,Surat,2,336000-336999,2025-10-11,0,retail,mid,39994.34,0,medium,0,0,62.03,normal
CUST008179,50,M,single,salaried,private,professional,Maharashtra,Nashik,3,190000-190999,2012-01-26,14,retail,mid,54836.54,1,low,0,0,47.66,normal
CUST008180,51,M,divorced,salaried,private,graduate,Rajasthan,Kota,3,400000-400999,2024-09-12,1,retail,mid,36318.39,0,low,0,0,46.69,normal
CUST008181,33,M,married,salaried,private,post_graduate,Karnataka,Davangere,3,560000-560999,2013-09-10,12,mass,low,12326.58,1,medium,0,0,25.37,normal
CUST008182,61,M,married,retired,ngo,graduate,Andhra Pradesh,Vijayawada,2,530000-530999,2017-01-30,9,mass,lower_mid,27156.28,1,low,0,0,69.69,elite
CUST008183,57,F,single,student,government,graduate,Andhra Pradesh,Guntur,3,544000-544999,2025-01-10,1,mass,low,12004.07,1,low,0,0,22.83,normal
CUST008184,72,M,widowed,salaried,private,below_10th,Madhya Pradesh,Jabalpur,3,268000-268999,2022-08-01,3,retail,mid,31576.99,1,medium,0,0,57.06,normal
CUST008185,35,M,married,salaried,government,graduate,Uttar Pradesh,Meerut,3,252000-252999,2020-02-06,6,mass,lower_mid,27981.48,1,medium,0,0,48.54,normal
CUST008186,51,F,married,salaried,government,professional,Uttar Pradesh,Meerut,3,704000-704999,2019-09-07,6,retail,mid,35370.61,0,high,0,0,53.54,normal
CUST008187,42,M,married,other,self_employed,high_school,Maharashtra,Aurangabad,3,567000-567999,2021-06-06,5,elite,high,320626.63,1,medium,0,0,59.17,normal
CUST008188,62,F,married,self_employed,private,graduate,Maharashtra,Nashik,3,648000-648999,2018-06-14,7,mass,lower_mid,20877.12,1,low,1,0,43.09,normal
CUST008189,23,M,married,student,self_employed,high_school,Haryana,Ambala,3,153000-153999,2021-09-23,4,youth,low,14843.9,0,low,0,0,52.34,normal
CUST008190,38,M,married,business,self_employed,below_10th,Rajasthan,Jaipur,2,569000-569999,2020-10-16,5,mass_affluent,upper_mid,119332.53,1,medium,1,0,14.4,normal
CUST008191,75,F,married,retired,self_employed,graduate,Tamil Nadu,Tirunelveli,3,507000-507999,2020-10-10,5,mass,low,13485.18,1,medium,0,0,34.94,normal
CUST008192,23,M,married,other,private,graduate,Bihar,Bhagalpur,3,177000-177999,2025-12-28,0,youth,mid,59731.9,0,high,0,0,14.97,normal
CUST008193,49,M,single,salaried,government,graduate,Andhra Pradesh,Nellore,3,596000-596999,2019-03-05,7,mass,lower_mid,23219.14,0,low,0,0,55.86,normal
CUST008194,58,F,married,other,private,graduate,Uttar Pradesh,Lucknow,2,639000-639999,2017-05-11,9,mass,lower_mid,20061.15,1,low,0,0,37.77,normal
CUST008195,65,M,divorced,retired,private,graduate,Gujarat,Surat,2,329000-329999,2022-02-12,4,hni,high,387264.54,0,low,0,0,59.06,normal
CUST008196,60,M,married,salaried,private,professional,West Bengal,Kolkata,1,274000-274999,2012-01-28,14,elite,high,496610.0,1,low,0,0,72.91,elite
CUST008197,56,F,married,student,private,high_school,Karnataka,Davangere,3,255000-255999,2014-01-03,12,mass,low,12577.14,1,low,0,0,65.89,normal
